Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Cost per item,Variant Requires Shipping,Variant Taxable,Status
cycas-palme-40cm-2990-90-1,Cycas palme 40cm,<p>Cycas Palme i potte Høyde : 40cm</p>,Varekompaniet,palmer,Migrert,FALSE,Title,Default Title,2990-90-1,shopify,4,deny,manual,140,229,12,TRUE,TRUE,draft
kentia-palme-210cm-7203-210,Kentia Palme 210cm,<p>Farge: Grønn Høyde: 210cm</p>,Varekompaniet,palmer,Migrert,FALSE,Title,Default Title,7203-210,shopify,1,deny,manual,3600,5999,12,TRUE,TRUE,draft
phoenix-palme-230cm-67-230,Phoenix Palme 230cm,<p>Phoenix Palme Høyde : 230cm</p>,Varekompaniet,palmer,Migrert,FALSE,Title,Default Title,67-230,shopify,1,deny,manual,2700,4499,12,TRUE,TRUE,draft
alunrot-hvit-45cm-9697-10-1,Alunrot hvit 45cm,<p>Alunrot i potte Høyde : 45cm Potte høyde : 8cm Potte Ø topp : 10cm Potte Ø bunn : 7cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,9697-10-1,shopify,1,deny,manual,120,199,12,TRUE,TRUE,draft
alunrot-rosa-45cm-9697-20-1,Alunrot rosa 45cm,<p>Alunrot i potte Høyde : 45cm Potte høyde : 8cm Potte Ø topp : 10cm Potte Ø bunn : 7cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,9697-20-1,shopify,2,deny,manual,120,199,12,TRUE,TRUE,draft
begonia-28cm-hvit-2164-10-1,Begonia 28cm Hvit,<p>Begonia hvit 28 cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,2164-10-1,shopify,7,deny,manual,89,149,12,TRUE,TRUE,draft
begonia-28cm-lys-rosa-2164-21-1,Begonia 28cm Lys Rosa,<p>Begonia lys rosa 28 cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,2164-21-1,shopify,7,deny,manual,89,149,12,TRUE,TRUE,draft
begonia-28cm-rosa-2164-20-1,Begonia 28cm Rosa,<p>Farge: Rosa Høyde: 28 cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,2164-20-1,shopify,5,deny,manual,89,149,12,TRUE,TRUE,draft
blomst-for-dagen-8246-20-1,Blomst for dagen,<p>Farge : Rosa Høyde : 45cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,8246-20-1,shopify,1,deny,manual,89,149,12,TRUE,TRUE,draft
blomst-for-dagen-8246-22-1,Blomst for dagen,<p>Farge : Rosa Høyde : 45cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,8246-22-1,shopify,8,deny,manual,89,149,12,TRUE,TRUE,draft
blomst-for-dagen-8246-41-1,Blomst for dagen,<p>Farge : Lilla Høyde : 45cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,8246-41-1,shopify,5,deny,manual,89,149,12,TRUE,TRUE,draft
blomst-for-dagen-8246-60-1,Blomst for dagen,<p>Farge : Blå Høyde : 45cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,8246-60-1,shopify,3,deny,manual,89,149,12,TRUE,TRUE,draft
blomst-for-dagen-8246-65-1,Blomst for dagen,<p>Farge : Blå Høyde : 45cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,8246-65-1,shopify,4,deny,manual,89,149,12,TRUE,TRUE,draft
bougainvillea-115cm-1173-25,Bougainvillea 115cm,<p>Bougainvillea UTEN potte. Lengde 115cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,1173-25,shopify,6,deny,manual,200,329,12,TRUE,TRUE,draft
bromelia-40-cm-9164-25-1,Bromelia 40 cm,<p>Bromelia i potte Høyde : 40cm Potte høyde : 8cm Potte Ø bunn : 7cm Potte Ø topp : 10cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,9164-25-1,shopify,27,deny,manual,200,329,12,TRUE,TRUE,draft
busknellik-20cm-hvit-3426-10-1,Busknellik 20cm Hvit,<p>Busknellik i potte. Høyde : 20cm Høyde potte : 7cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,3426-10-1,shopify,8,deny,manual,59,89,12,TRUE,TRUE,draft
busknellik-20cm-rosa-3426-20-1,Busknellik 20cm Rosa,<p>Busknellik i potte. Høyde : 20cm Høyde potte : 7cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,3426-20-1,shopify,5,deny,manual,59,89,12,TRUE,TRUE,draft
calla-40cm-oransje-9702-35-1,Calla 40cm oransje,<p>Calla i potte Høyde : 40cm Potte Høyde : 8cm Potte Ø bunn : 7cm Potte Ø topp : 10cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,9702-35-1,shopify,5,deny,manual,140,229,12,TRUE,TRUE,draft
dahlia-30cm-hvit-1178-10-1,Dahlia 30cm Hvit,<p>dahlia i potte. Høyde 30cm inkl. potte Pottehøyde : 8cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,1178-10-1,shopify,2,deny,manual,99,159,12,TRUE,TRUE,draft
dahlia-30cm-rosa-1178-20-1,Dahlia 30cm Rosa,<p>dahlia i potte. Høyde 30cm inkl. potte Pottehøyde : 8cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,1178-20-1,shopify,4,deny,manual,99,159,12,TRUE,TRUE,draft
dahlia-30cm-1178-41-1,Dahlia 30cm,<p>dahlia i potte. Høyde 30cm inkl. potte Pottehøyde : 8cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,1178-41-1,shopify,3,deny,manual,99,159,12,TRUE,TRUE,draft
flittiglise-30cm-rosa-hvit-9727-21-1,Flittiglise 30cm rosa/hvit,<p>Flittiglise i potte. Høyde : 30cm Potte høyde: 8cm Potte Ø bunn : 7cm Potte Ø topp : 10cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,9727-21-1,shopify,2,deny,manual,89,149,12,TRUE,TRUE,draft
geranium-hengende-hvit-2064-10-1,Geranium hengende hvit,<p>Hengende geranium i potte Lengde : 50cm Potte høyde : 9cm Potte Ø topp : 11cm Potte Ø bunn : 8cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,2064-10-1,shopify,2,deny,manual,180,299,12,TRUE,TRUE,draft
geranium-hvit-35cm-3489-10-1,Geranium Hvit 35cm,<p>Geranium i potte Høyde: 35cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,3489-10-1,shopify,14,deny,manual,89,149,12,TRUE,TRUE,draft
geranium-lys-rosa-35cm-3489-20-1,Geranium lys rosa 35cm,<p>Geranium i potte Høyde : 35cm Potte Høyde : 8cm Potte Ø bunn : 7cm Potte Ø topp : 10cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,3489-20-1,shopify,4,deny,manual,89,149,12,TRUE,TRUE,draft
geranium-rod-35cm-3489-85-1,Geranium rød 35cm,<p>Geranium i potte Høyde : 35cm Potte Høyde : 8cm Potte Ø bunn : 7cm Potte Ø topp : 10cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,3489-85-1,shopify,4,deny,manual,89,149,12,TRUE,TRUE,draft
hortensia-30cm-hvit-gul-1565-51-1,Hortensia 30cm Hvit/gul,<p>Hortensia i potte Høyde : 30cm Potte høyde : 8cm Potte Ø topp : 10cm Potte Ø bunn : 7cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,1565-51-1,shopify,0,deny,manual,89,149,12,TRUE,TRUE,draft
hortensia-37cm-gul-hvit-6871-51-1,Hortensia 37cm gul/hvit,<p>Hortensia i potte Høyde : 37cm Potte Høyde : 8cm Potte Ø bunn : 7cm Potte Ø topp : 10cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,6871-51-1,shopify,9,deny,manual,140,239,12,TRUE,TRUE,draft
hyacint-22cm-bla-9386-60-1,Hyacint 22cm blå,<p>Hyacint i potte. Høyde : 22cm Potte høyde : 6cm Potte diameter : 8/6cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,9386-60-1,shopify,1,deny,manual,89,139,12,TRUE,TRUE,draft
ipomea-8247-20-1,Ipomea,<p>Ïpomea Lengde : 60cm Farge : Rosa</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,8247-20-1,shopify,1,deny,manual,240,399,12,TRUE,TRUE,draft
ipomea-bla-8247-60-1,Ipomea Blå,<p>Ïpmea Lengde : 60cm Farge : Mørk blå</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,8247-60-1,shopify,6,deny,manual,240,399,12,TRUE,TRUE,draft
ipomea-8247-10-1,Ipomea,<p>Ïpomea Lengde : 60cm Farge : hvit</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,8247-10-1,shopify,8,deny,manual,240,399,12,TRUE,TRUE,draft
jernurt-28cm-hvit-8131-10-1,Jernurt 28cm hvit,<p>Jernurt i potte Høyde : 28cm inkl. potte Potethøyde : 8cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,8131-10-1,shopify,2,deny,manual,89,149,12,TRUE,TRUE,draft
kalanchoe-20cm-lilla-3423-40-1,Kalanchoe 20cm Lilla,<p>Kalanchoe Høyde : 20cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,3423-40-1,shopify,3,deny,manual,89,149,12,TRUE,TRUE,draft
kalanchoe-mix-12-stk-9246-99-1,Kalanchoe mix - 12 stk,<p>Kalanchoe mix Antall : 12 stk Høyde : 15cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,9246-99-1,shopify,9,deny,manual,680,1129,12,TRUE,TRUE,draft
kirsebaerblomst-i-potte-hvit-6276-10-1,Kirsebærblomst i potte Hvit,<p>Kirsebærblomst i potte. Høyde : 23cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,6276-10-1,shopify,1,deny,manual,59,99,12,TRUE,TRUE,draft
krokus-hvit-20cm-1496-10,Krokus Hvit 20cm,<p>Krokus i potte Høyde : 20cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,1496-10,shopify,17,deny,manual,39,59,12,TRUE,TRUE,draft
krysantemum-30cm-rosa-2169-20-1,Krysantemum 30cm rosa,<p>Krysantemum Rosa 30 cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,2169-20-1,shopify,5,deny,manual,89,149,12,TRUE,TRUE,draft
krysantemum-30cm-burgunder-3508-85-1,Krysantemum 30cm burgunder,<p>Krysantemum i potte. Høyde : 30cm Potte høyde : 8cm Potte Ø : 10/7cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,3508-85-1,shopify,2,deny,manual,120,199,12,TRUE,TRUE,draft
krysantemum-30cm-gul-3508-50-1,Krysantemum 30cm gul,<p>Krysantemum i potte. Høyde : 30cm Potte høyde : 8cm Potte Ø : 10/7cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,3508-50-1,shopify,2,deny,manual,120,199,12,TRUE,TRUE,draft
krysantemum-30cm-hvit-3508-10-1,Krysantemum 30cm Hvit,<p>Krysantemum i potte. Høyde : 30cm Potte høyde : 8cm Potte Ø : 10/7cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,3508-10-1,shopify,2,deny,manual,120,199,12,TRUE,TRUE,draft
krysantemum-30cm-oransje-3508-35-1,Krysantemum 30cm oransje,<p>Krysantemum i potte. Høyde : 30cm Potte høyde : 8cm Potte Ø : 10/7cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,3508-35-1,shopify,2,deny,manual,120,199,12,TRUE,TRUE,draft
krysantemum-30cm-oransjerod-3508-33-1,Krysantemum 30cm oransjerød,<p>Krysantemum i potte. Høyde : 30cm Potte høyde : 8cm Potte Ø : 10/7cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,3508-33-1,shopify,1,deny,manual,120,199,12,TRUE,TRUE,draft
lavendel-45cm-9713-40-1,Lavendel 45cm,<p>Lavendel i potte Høyde : 45cm inkl potte. Pottehøyde : 8cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,9713-40-1,shopify,17,deny,manual,110,179,12,TRUE,TRUE,draft
lyng-lilla-6644-40-1,Lyng Lilla,<p>Farge: Lilla Høyde: 28 cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,6644-40-1,shopify,4,deny,manual,99,159,12,TRUE,TRUE,draft
lyng-rod-6644-85-1,Lyng Rød,<p>Farge: Rød Høyde: 28 cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,6644-85-1,shopify,3,deny,manual,99,159,12,TRUE,TRUE,draft
lyng-hvit-6644-10-1,Lyng Hvit,<p>Farge: Hvit Høyde: 28 cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,6644-10-1,shopify,12,deny,manual,99,159,12,TRUE,TRUE,draft
margeritt-3425-10-1,Margeritt,<p>Farge : Hvit Høyde : 35cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,3425-10-1,shopify,11,deny,manual,160,269,12,TRUE,TRUE,draft
miniblomster-miks-5694-99-1,Miniblomster miks,<p>Farge: miks som vist på bildet Høyde: 14 cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,5694-99-1,shopify,2,deny,manual,160,259,12,TRUE,TRUE,draft
passiflora-lilla-40cm-6521-40-1,Passiflora lilla 40cm,<p>Passiflora (Pasjonsblomst) i potte Høyde : 40cm Potte høyde : 8cm Potte Ø topp : 10cm Potte Ø bunn : 7cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,6521-40-1,shopify,4,deny,manual,140,229,12,TRUE,TRUE,draft
pens-23cm-hvit-6283-10-1,Pensé 23cm Hvit,<p>Pensé i potte. Høyde : 23cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,6283-10-1,shopify,1,deny,manual,59,89,12,TRUE,TRUE,draft
pens-23cm-lilla-6283-40-1,Pensé 23cm Lilla,<p>Pensé i potte. Høyde : 23cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,6283-40-1,shopify,14,deny,manual,49,79,12,TRUE,TRUE,draft
pens-23cm-rosa-6283-20-1,Pensé 23cm Rosa,<p>Pensé i potte. Høyde : 23cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,6283-20-1,shopify,1,deny,manual,49,79,12,TRUE,TRUE,draft
pense-bla-23cm-6283-60-1,Pense Blå 23cm,<p>Pense Høyde : 23cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,6283-60-1,shopify,2,deny,manual,59,89,12,TRUE,TRUE,draft
petunia-hvit-6382-10-1,Petunia Hvit,<p>Petunia i potte Høyde : 30cm Potte Høyde : 9cm Potte Ø topp : 11cm Potte Ø bunn : 8cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,6382-10-1,shopify,1,deny,manual,150,249,12,TRUE,TRUE,draft
petunia-rod-6382-80-1,Petunia rød,<p>Petunia i potte Høyde : 30cm Potte Høyde : 9cm Potte Ø topp : 11cm Potte Ø bunn : 8cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,6382-80-1,shopify,3,deny,manual,150,249,12,TRUE,TRUE,draft
phalaenopsis-gul-45cm-2911-51-1,Phalaenopsis Gul 45cm,<p>Farge: Gul Høyde: 45 cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,2911-51-1,shopify,1,deny,manual,110,179,12,TRUE,TRUE,draft
phalaenopsis-gronn-45cm-2911-95-1,Phalaenopsis Grønn 45cm,<p>Farge: Grønn Høyde: 45 cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,2911-95-1,shopify,2,deny,manual,110,179,12,TRUE,TRUE,draft
phalaenopsis-45cm-lilla-2911-45-1,Phalaenopsis 45cm lilla,<p>Phalaenopsis i potte. Høyde : 45cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,2911-45-1,shopify,3,deny,manual,110,179,12,TRUE,TRUE,draft
phalaenopsis-mork-lilla-45cm-2911-42-1,Phalaenopsis Mørk Lilla 45cm,<p>Phalaenopsis Høyde : 45cm Farge ; Mørk Lilla</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,2911-42-1,shopify,2,deny,manual,110,179,12,TRUE,TRUE,draft
phalaenopsis-45cm-rosa-2911-20-1,Phalaenopsis 45cm Rosa,<p>Phalaenopsis i potte. Høyde : 45cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,2911-20-1,shopify,2,deny,manual,110,179,12,TRUE,TRUE,draft
phalaenopsis-60cm-hvit-5754-10-1,Phalaenopsis 60cm Hvit,<p>Phalaenopsis i potte Høyde : 60cm Farge ; Hvit</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,5754-10-1,shopify,5,deny,manual,240,399,12,TRUE,TRUE,draft
phalaenopsis-60cm-lilla-5754-45-1,Phalaenopsis 60cm lilla,<p>Phalaenopsis i potte Høyde : 60cm Farge ; lilla</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,5754-45-1,shopify,6,deny,manual,240,399,12,TRUE,TRUE,draft
phalaenopsis-60cm-lys-lilla-5754-41-1,Phalaenopsis 60cm Lys Lilla,<p>Phalaenopsis Høyde : 60cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,5754-41-1,shopify,3,deny,manual,240,399,12,TRUE,TRUE,draft
phalaenopsis-60cm-rosa-5754-20-1,Phalaenopsis 60cm Rosa,<p>Phalaenopsis i potte Høyde : 60cm Farge ; Rosa</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,5754-20-1,shopify,3,deny,manual,240,399,12,TRUE,TRUE,draft
phalaenopsis-65cm-1877-10-1,Phalaenopsis 65cm,<p>Stor flott Phalaenopsis i glasspotte. Høyde : 65cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,1877-10-1,shopify,2,deny,manual,900,1499,12,TRUE,TRUE,draft
phalaenopsis-hvit-45cm-2911-10-1,Phalaenopsis Hvit 45cm,<p>Farge: Hvit Høyde: 45 cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,2911-10-1,shopify,1,deny,manual,89,149,12,TRUE,TRUE,draft
pion-35cm-rod-8149-85-1,Pion 35cm rød,<p>Pion i potte. Høyde : 35cm Potte høyde: 8cm Potte Ø bunn : 7cm Potte Ø topp : 10cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,8149-85-1,shopify,0,deny,manual,120,199,12,TRUE,TRUE,draft
praerieklokke-rosa-2971-20-1,Prærieklokke Rosa,<p>Farge: Rosa Høyde: 30 cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,2971-20-1,shopify,4,deny,manual,89,149,12,TRUE,TRUE,draft
praerieklokke-bla-2971-60-1,Prærieklokke Blå,<p>Farge: Blå Høyde: 30 cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,2971-60-1,shopify,2,deny,manual,89,149,12,TRUE,TRUE,draft
praerieklokke-hvit-2971-10-1,Prærieklokke Hvit,<p>Farge: Hvit Høyde: 30 cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,2971-10-1,shopify,5,deny,manual,89,149,12,TRUE,TRUE,draft
pyntekurv-40cm-gul-3420-50-1,Pyntekurv 40cm gul,<p>Pyntekurv i potte. Høyde : 40cm Potte høyde: 8cm Potte Ø bunn : 7cm Potte Ø topp : 10cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,3420-50-1,shopify,1,deny,manual,99,159,12,TRUE,TRUE,draft
pyntekurv-40cm-hvit-3420-10-1,Pyntekurv 40cm hvit,<p>Pyntekurv i potte. Høyde : 40cm Potte høyde: 8cm Potte Ø bunn : 7cm Potte Ø topp : 10cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,3420-10-1,shopify,1,deny,manual,99,159,12,TRUE,TRUE,draft
pyntekurv-40cm-lilla-3420-40-1,Pyntekurv 40cm lilla,<p>Pyntekurv i potte. Høyde : 40cm Potte høyde: 8cm Potte Ø bunn : 7cm Potte Ø topp : 10cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,3420-40-1,shopify,1,deny,manual,99,159,12,TRUE,TRUE,draft
ranunkel-30cm-gul-8284-51-1,Ranunkel 30cm Gul,<p>Ranunkel Høyde : 30cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,8284-51-1,shopify,10,deny,manual,89,149,12,TRUE,TRUE,draft
ranunkel-30cm-hvit-8284-10-1,Ranunkel 30cm Hvit,<p>Ranunkel i potte. Høyde : 30cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,8284-10-1,shopify,1,deny,manual,89,149,12,TRUE,TRUE,draft
rose-34cm-gul-3506-50-1,Rose 34cm gul,<p>Rose i potte. Høyde : 34cm Potte høyde : 8cm Potte Ø topp : 10cm Potte Ø bunn : 7cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,3506-50-1,shopify,8,deny,manual,89,149,12,TRUE,TRUE,draft
rose-34cm-rosa-3506-20-1,Rose 34cm rosa,<p>Rose i potte. Høyde : 34cm Potte høyde : 8cm Potte Ø topp : 10cm Potte Ø bunn : 7cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,3506-20-1,shopify,8,deny,manual,110,179,12,TRUE,TRUE,draft
roser-oransje-1613-35-1,Roser Oransje,<p>Farge : Oransje Høyde : 30cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,1613-35-1,shopify,43,deny,manual,89,149,12,TRUE,TRUE,draft
snodrape-20cm-9206,Snødråpe 20cm,<p>Snødråpe i potte Høyde : 20cm MERK : potten er ikke lik som på bildet. Potten er av sten.</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,9206,shopify,2,deny,manual,99,159,12,TRUE,TRUE,draft
valmue-40cm-hvit-1564-10,Valmue 40cm hvit,<p>Valmue i potte. Høyde : 40cm Potte høyde: 8cm Potte Ø bunn : 7cm Potte Ø topp : 10cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,1564-10,shopify,6,deny,manual,89,149,12,TRUE,TRUE,draft
valmue-40cm-rosa-1564-20-1,Valmue 40cm rosa,<p>Valmue i potte. Høyde : 40cm Potte høyde: 8cm Potte Ø bunn : 7cm Potte Ø topp : 10cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,1564-20-1,shopify,5,deny,manual,89,149,12,TRUE,TRUE,draft
veronica-46cm-lilla-8130-42-1,Veronica 46cm lilla,<p>Veronica i potte Høyde : 46cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,8130-42-1,shopify,3,deny,manual,110,179,12,TRUE,TRUE,draft
veronica-8130-40-1,Veronica,<p>Farge: Lilla Høyde: 46 cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,8130-40-1,shopify,2,deny,manual,110,179,12,TRUE,TRUE,draft
veronica-8130-10-1,Veronica,<p>Farge: Hvit Høyde: 46 cm</p>,Varekompaniet,potteplanter-blomster,Migrert,FALSE,Title,Default Title,8130-10-1,shopify,1,deny,manual,110,179,12,TRUE,TRUE,draft
aloe-45cm-2324,Aloe 45cm,<p>Aloe Høyde : 45cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,2324,shopify,2,deny,manual,540,899,12,TRUE,TRUE,draft
aloe-50cm-2327,Aloe 50cm,<p>Aloe Høyde : 50cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,2327,shopify,1,deny,manual,540,899,12,TRUE,TRUE,draft
bonsai-35cm-1851-95-1,Bonsai 35cm,<p>Kunstog Bonsai i potte. Høyde : 35cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,1851-95-1,shopify,3,deny,manual,300,499,12,TRUE,TRUE,draft
bonsai-40cm-1852-95-1,Bonsai 40cm,<p>Bonsai i potte. Høyde : 40cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,1852-95-1,shopify,1,deny,manual,580,969,12,TRUE,TRUE,draft
buxbom-ball-15cm-5606-75,Buxbom Ball 15cm,<p>Buxbom Ball Fage : Sort Bredde : 15cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,5606-75,shopify,1,deny,manual,59,99,12,TRUE,TRUE,draft
calathea-55cm-2139-85-1,Calathea 55cm,<p>Calathea i potte Høyde : 55cm Potte høyde : 8cm Potte Ø bunn : 7cm Potte Ø topp : 10cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,2139-85-1,shopify,3,deny,manual,210,349,12,TRUE,TRUE,draft
ceropegia-22cm-9011-90-1,Ceropegia 22cm,<p>Ceropgia ring. Høyde : 22cm Diameter 15cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,9011-90-1,shopify,1,deny,manual,120,199,12,TRUE,TRUE,draft
ceropgia-28cm-9012-90-1,Ceropgia 28cm,<p>Ceropgia ring. Høyde : 28cm diameter 20cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,9012-90-1,shopify,1,deny,manual,230,379,12,TRUE,TRUE,draft
clorophyton-med-blomster-2537-95-1,Clorophyton med blomster,<p>Stor fin Clorophyton (Grønnrenner) med hvite blomster Høyde : 35 cm Bredde : 45 cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,2537-95-1,shopify,4,deny,manual,110,189,12,TRUE,TRUE,draft
cucullata-60cm-9607-90-3,Cucullata 60cm,<p>Cucullata - Hengende. Høyde : 60cm Potte H : 7cm Potte Ø 9cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,9607-90-3,shopify,2,deny,manual,180,299,12,TRUE,TRUE,draft
draecena-40cm-5809-96-1,Draecena 40cm,<p>Draecena i potte Høyde : 40 cm Potte høyde : 8cm Potte diameter topp : 10cm Potte diameter bunn : 7cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,5809-96-1,shopify,15,deny,manual,100,169,12,TRUE,TRUE,draft
drueranke-120cm-5848,Drueranke 120cm,<p>Drueranke Lengde 120cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,5848,shopify,1,deny,manual,150,249,12,TRUE,TRUE,draft
